country;variable;age;pop;countryname;shortname;simpledes;technicaldes;shorttype;longtype;shortpop;longpop;shortage;longage;unit;source;method
CM;acfccoi992;992;i;Cameroon;Consumption of fixed capital of corporations;;;Average;Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.;individuals;The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Adults;The population is comprised of individuals over age 20.;XAF;See DINA guidelines for methodological explanations.;"WID.world estimations as a proportion of GDP based on the following; 1996–2003: imputed value. These estimates are then anchored to GDP (see GDP variable for details)."
CM;acfccoi999;999;i;Cameroon;Consumption of fixed capital of corporations;;;Average;Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.;individuals;The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;All Ages;The population is comprised of individuals of all ages.;XAF;See DINA guidelines for methodological explanations.;"WID.world estimations as a proportion of GDP based on the following; 1996–2003: imputed value. These estimates are then anchored to GDP (see GDP variable for details)."
CM;acfcfci992;992;i;Cameroon;Consumption of fixed capital of financial coporations;;;Average;Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.;individuals;The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Adults;The population is comprised of individuals over age 20.;XAF;See DINA guidelines for methodological explanations.;"WID.world estimations as a proportion of GDP based on the following; 1996–2003: imputed value. These estimates are then anchored to GDP (see GDP variable for details)."
CM;acfcfci999;999;i;Cameroon;Consumption of fixed capital of financial coporations;;;Average;Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.;individuals;The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;All Ages;The population is comprised of individuals of all ages.;XAF;See DINA guidelines for methodological explanations.;"WID.world estimations as a proportion of GDP based on the following; 1996–2003: imputed value. These estimates are then anchored to GDP (see GDP variable for details)."
CM;acfcgoi992;992;i;Cameroon;Consumption of fixed capital of the general goverment;;;Average;Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.;individuals;The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Adults;The population is comprised of individuals over age 20.;XAF;See DINA guidelines for methodological explanations.;"WID.world estimations as a proportion of GDP based on the following; 1996–2003: imputed value. These estimates are then anchored to GDP (see GDP variable for details)."
CM;acfcgoi999;999;i;Cameroon;Consumption of fixed capital of the general goverment;;;Average;Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.;individuals;The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;All Ages;The population is comprised of individuals of all ages.;XAF;See DINA guidelines for methodological explanations.;"WID.world estimations as a proportion of GDP based on the following; 1996–2003: imputed value. These estimates are then anchored to GDP (see GDP variable for details)."
CM;acfchni992;992;i;Cameroon;Consumption of fixed capital of households and NPISH;;[Consumption of fixed capital of households and NPISH]=[Consumption of fixed capital attributable to operating surplus]+[Consumption of fixed capital attributable to mixed income];Average;Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.;individuals;The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Adults;The population is comprised of individuals over age 20.;XAF;See DINA guidelines for methodological explanations.;"WID.world estimations as a proportion of GDP based on the following; 1996–2003: imputed value. These estimates are then anchored to GDP (see GDP variable for details)."
CM;acfchni999;999;i;Cameroon;Consumption of fixed capital of households and NPISH;;[Consumption of fixed capital of households and NPISH]=[Consumption of fixed capital attributable to operating surplus]+[Consumption of fixed capital attributable to mixed income];Average;Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.;individuals;The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;All Ages;The population is comprised of individuals of all ages.;XAF;See DINA guidelines for methodological explanations.;"WID.world estimations as a proportion of GDP based on the following; 1996–2003: imputed value. These estimates are then anchored to GDP (see GDP variable for details)."
CM;acfchoi992;992;i;Cameroon;Consumption of fixed capital of households;;[Consumption of fixed capital of households]=[Consumption of fixed capital attributable to operating surplus]+[Consumption of fixed capital attributable to mixed income];Average;Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.;individuals;The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Adults;The population is comprised of individuals over age 20.;XAF;See DINA guidelines for methodological explanations.;"WID.world estimations as a proportion of GDP based on the following; 1996–2003: imputed value. These estimates are then anchored to GDP (see GDP variable for details)."
CM;acfchoi999;999;i;Cameroon;Consumption of fixed capital of households;;[Consumption of fixed capital of households]=[Consumption of fixed capital attributable to operating surplus]+[Consumption of fixed capital attributable to mixed income];Average;Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.;individuals;The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;All Ages;The population is comprised of individuals of all ages.;XAF;See DINA guidelines for methodological explanations.;"WID.world estimations as a proportion of GDP based on the following; 1996–2003: imputed value. These estimates are then anchored to GDP (see GDP variable for details)."
